,det,x,noun,adj,verb,adp,.,adv,pron,prt,conj,num
well-stuffed,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
snuffer,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scented,0.0,0.0,0.0,0.0,2.0513101033860292e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
candlewick,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mynheer,0.0,0.0,1.2669507451781967e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
marvelously,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2416498542927596e-05,0.0,0.0,0.0,0.0
seahorse,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scudding,0.0,0.0,0.0,0.0,6.837700344620098e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sugared,0.0,0.0,0.0,0.0,6.837700344620098e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
silver-gray,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lace-drawn,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buckles,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lummox,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
upstate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2416498542927596e-05,0.0,0.0,0.0,0.0
rensselaerwyck,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cortlandt,0.0,0.0,1.2669507451781967e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trolls,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sulky's,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pothole,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
electrifying,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
purling,0.0,0.0,0.0,0.0,6.837700344620098e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weirs,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
moon-drenched,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blending,0.0,0.0,0.0,0.0,6.837700344620098e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
saddlebags,0.0,0.0,1.2669507451781967e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bewhiskered,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
feathered,0.0,0.0,0.0,0.0,1.3675400689240195e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
groin,0.0,0.0,1.6892676602375954e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shied,0.0,0.0,0.0,0.0,1.3675400689240195e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nostrils,0.0,0.0,8.446338301187977e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
croaking,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rooster,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bleaching,0.0,0.0,0.0,0.0,6.837700344620098e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pig-infested,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
non-indian,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
landowners,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hayfields,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
snake-rail,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fishers,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mooncursers,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smugglers,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eatable,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
killable,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
digestible,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paulus,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hook,0.0,0.0,8.446338301187977e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
majesty's,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
herding,0.0,0.0,0.0,0.0,6.837700344620098e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ketches,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
breed's,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seeped,0.0,0.0,0.0,0.0,1.3675400689240195e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glided,0.0,0.0,0.0,0.0,6.837700344620098e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sterns,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
men-of-war,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gig,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chevaux,0.0,0.0008319467554076539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frise,0.0,0.0008319467554076539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
palisades,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gritty,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clam,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nested,0.0,0.0,0.0,0.0,2.735080137848039e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thickets,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wappinger,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fishkill,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
verplanck's,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
salt-crusted,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rockaways,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lobster-backed,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spuyten,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
duyvil,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kentuck',0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cutlass,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unshaved,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pensive,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ached,0.0,0.0,0.0,0.0,1.3675400689240195e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mosquito-plagued,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tepid,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stropping,0.0,0.0,0.0,0.0,6.837700344620098e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
knob,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bedpost,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calumny,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intuitions,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stropped,0.0,0.0,0.0,0.0,6.837700344620098e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ledgers,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
manderscheid,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ingratitude,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hancock,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smugglers',0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tarred,0.0,0.0,0.0,0.0,6.837700344620098e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wretch,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
schuyler's,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
perfectability,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tenebrous,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
peg,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
meditate,0.0,0.0,0.0,0.0,6.837700344620098e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lather,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
retied,0.0,0.0,0.0,0.0,6.837700344620098e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wig,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
colonials,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wide-cut,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
patriarchal,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plenitude,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
english-dutch,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
manors,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
squires,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leathered,0.0,0.0,0.0,0.0,6.837700344620098e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
andrei,0.0,0.0,7.60170447106918e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bathyran,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tolek,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alterman,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
swamps,0.0,0.0,8.446338301187977e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
irrigating,0.0,0.0,0.0,0.0,6.837700344620098e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfertile,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brandel,0.0,0.0,1.2669507451781967e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rostrum,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zionists,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ideologies,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
judea,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zionism,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chills,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
birthright,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tel,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aviv,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
warsaw's,0.0,0.0,8.446338301187977e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ulanys,0.0,0.0,1.2669507451781967e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flirted,0.0,0.0,0.0,0.0,6.837700344620098e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rak,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gnawed,0.0,0.0,0.0,0.0,6.837700344620098e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
andrei's,0.0,0.0,8.446338301187977e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goddamned,0.0,0.0,0.0,0.0,1.3675400689240195e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inched,0.0,0.0,0.0,0.0,6.837700344620098e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
marshaling,0.0,0.0,0.0,0.0,6.837700344620098e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deportees,0.0,0.0,8.446338301187977e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rumanians,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
styka,0.0,0.0,6.757070640950381e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bathyrans,0.0,0.0,8.446338301187977e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ana,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
odilo,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
globocnik,0.0,0.0,1.2669507451781967e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gauleiter,0.0,0.0008319467554076539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
death's-head,0.0,0.0,0.0,2.7500481258422024e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
himmler,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
funk,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lublin's,0.0,0.0,8.446338301187977e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fountainhead,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spouted,0.0,0.0,0.0,0.0,1.3675400689240195e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
interlacing,0.0,0.0,0.0,0.0,6.837700344620098e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lagers,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
madagascar,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
globocnik's,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lipowa,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sobibor,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chelmno,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poltawa,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
belzec,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
krzywy-rog,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
budzyn,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
krasnik,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lashings,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crushers,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
einsatzkommandos,0.0,0.0008319467554076539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
knee-deep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2416498542927596e-05,0.0,0.0,0.0,0.0
dope-ridden,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maniacs,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reinhard,0.0,0.0,8.446338301187977e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
majdan-tartarski,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
majdanek,0.0,0.0,4.223169150593989e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refilled,0.0,0.0,0.0,0.0,6.837700344620098e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
umschlagplatz,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
litowski,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
krakow,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brownish,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
androfski,0.0,0.0,1.2669507451781967e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
haggard,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vociferously,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2416498542927596e-05,0.0,0.0,0.0,0.0
grabski,0.0,0.0,2.1115845752969944e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zlotys,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dishonored,0.0,0.0,0.0,0.0,6.837700344620098e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grabski's,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bystrzyca,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sweat-saturated,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
moon-round,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lentils,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
barrack,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slurped,0.0,0.0,0.0,0.0,6.837700344620098e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
son-of-a-bitch,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
one-thousand-zloty,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clumsily,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2416498542927596e-05,0.0,0.0,0.0,0.0
hedda,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gabler,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
highschool,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dramatics,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nothing's,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4666785778095405e-05,0.0,0.0
goddam,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thelma,0.0,0.0,2.5339014903563934e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thelma's,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ginmill,0.0,0.0,8.446338301187977e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hummed,0.0,0.0,0.0,0.0,6.837700344620098e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
understandingly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2416498542927596e-05,0.0,0.0,0.0,0.0
smelt,0.0,0.0,0.0,0.0,2.0513101033860292e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lotion,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pimplike,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ballestre,0.0,0.0,8.446338301187977e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
remorseful,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hangovers,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jabbing,0.0,0.0,0.0,0.0,6.837700344620098e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coffeepot,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kitchenette,0.0,0.0,8.446338301187977e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sickish,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hairtonic,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dog's,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
percolator,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bleary,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
olivefaced,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
overcoat,0.0,0.0,1.6892676602375954e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
taffycolored,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eileen's,0.0,0.0,1.2669507451781967e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xavier,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exboyfriend,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exhusband,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nastiest,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fellowfeeling,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lowdown,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coffeecup,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parted,0.0,0.0,0.0,0.0,2.0513101033860292e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shacked,0.0,0.0,0.0,0.0,6.837700344620098e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
advisedly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2416498542927596e-05,0.0,0.0,0.0,0.0
needled,0.0,0.0,0.0,0.0,6.837700344620098e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
twotiming,0.0,0.0,0.0,0.0,6.837700344620098e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
selfeffacing,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
valet,0.0,0.0,8.446338301187977e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
screechy,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
